GENERAL|ALL|zpoa2,8/4k3/8/6Kp/8/6p1/3R1Nr1/8 w - - 2 59,d2e2 e7f7 f2e4 g2e2,1162,81,93,408,crushing defensiveMove endgame short,https://lichess.org/Q7eRXBSy#117,,
GENERAL|ALL|SjHg0,6k1/pq3ppp/b3p3/2Qp4/1PnB4/P5P1/4PPBP/6K1 b - - 4 27,c4a3 c5a5 h7h6 a5a3,2259,76,93,9850,advantage endgame short,https://lichess.org/G3UTAaVs/black#54,,
GENERAL|ALL|p8yOm,3r1rk1/1p1b1p1p/p4qp1/2ppp3/5PQP/1P2P1N1/P1PP2P1/R4RK1 w - - 0 19,f4e5 f6f1 a1f1 d7g4,1418,77,71,152,advantage kingsideAttack middlegame short,https://lichess.org/Mb1BCejF#37,,
GENERAL|ALL|74F2s,r3kbnr/1p1q1ppp/p1n5/1B1N4/5B2/8/P4PPP/R2QK2R b KQkq - 1 13,e8c8 d5b6,925,79,94,821,mate mateIn1 oneMove opening,https://lichess.org/9ht7EMnc/black#26,Sicilian_Defense Sicilian_Defense_Wing_Gambit_Deferred,
GENERAL|ALL|Rqlza,8/p5k1/2p5/6p1/1Q1p1rK1/PP1Bb2P/2PN1r2/3R4 w - - 3 42,g4g5 f4e4 g5h5 f2f5,2422,100,90,1592,discoveredAttack discoveredCheck mate mateIn2 middlegame short,https://lichess.org/zE4NLyGd#83,,
GENERAL|ALL|lqFpw,r1b1kb1r/1pqp1ppp/p3p3/2p5/2PnP1n1/1PNB1N2/P2P1PPP/R1BQ1RK1 w kq - 3 9,f3d4 c7h2,843,85,86,137,kingsideAttack master mate mateIn1 oneMove opening,https://lichess.org/pxuQZwSa#17,,
GENERAL|ALL|QJLWW,3R4/5pk1/3Q1qp1/4p2p/2P5/6P1/rr3P1P/5RK1 b - - 1 39,b2f2 d6f8 g7h7 f8g8 h7h6 g8h8 f6h8 d8h8 h6g7 f1f2,2073,80,97,1230,advantage endgame veryLong,https://lichess.org/RhVWi3lU/black#78,,
GENERAL|ALL|OEQrd,2N1k3/6p1/b1p2pP1/PPB5/2P1K2n/8/8/8 b - - 0 51,c6b5 c8d6 e8d7 c4b5 a6b5 d6b5,1858,80,73,53,crushing endgame intermezzo long,https://lichess.org/AmVRyBDq/black#102,,
GENERAL|ALL|1QPyJ,r4rk1/4qppp/pBRb4/7n/3Pp3/PQ2P3/1P3PPP/5RK1 b - - 0 18,a8b8 b3d5 d6h2 g1h2,1724,75,76,88,advantage middlegame short,https://lichess.org/Zy6RGUhS/black#36,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,
GENERAL|ALL|wNbTN,4r1rk/1p3p1p/p4PpQ/3RP3/q7/P6P/6P1/3R2K1 b - - 0 31,e8e5 d5d8 e5e8 d1d4 g6g5 d4a4,2485,82,80,62,crushing endgame long master,https://lichess.org/muif0zfF/black#62,,
